epoch,accuracy,loss,val_accuracy,val_loss
0,0.3168269097805023,2.499445915222168,0.7615384459495544,1.05439031124115
1,0.8274038434028625,0.7486073970794678,0.942307710647583,0.44749385118484497
2,0.9360576868057251,0.3786780536174774,0.9692307710647583,0.24303199350833893
3,0.9822115302085876,0.2039627730846405,0.9923076629638672,0.18726494908332825
4,0.9942307472229004,0.1441076695919037,1.0,0.12490873783826828
5,0.9947115182876587,0.1060919314622879,1.0,0.09993284195661545
6,0.9961538314819336,0.08342233300209045,0.9961538314819336,0.08682993799448013
7,0.9980769157409668,0.07101339846849442,1.0,0.0714443251490593
8,0.9990384578704834,0.05943315476179123,1.0,0.061359308660030365
9,0.9990384578704834,0.04958322271704674,1.0,0.052644554525613785
