epoch,accuracy,loss,val_accuracy,val_loss
0,0.2572115361690521,2.640934467315674,0.800000011920929,1.004084825515747
1,0.8346154093742371,0.8145149946212769,0.8961538672447205,0.4897584915161133
2,0.9399038553237915,0.3829602301120758,0.9884615540504456,0.21718549728393555
3,0.981249988079071,0.20303481817245483,0.9961538314819336,0.15065303444862366
4,0.9908654093742371,0.14748546481132507,0.9884615540504456,0.1328677088022232
5,0.9956730604171753,0.11544324457645416,0.9961538314819336,0.09609281271696091
6,0.9975961446762085,0.08665796369314194,0.9923076629638672,0.07600114494562149
7,0.9985576868057251,0.07102150470018387,0.9961538314819336,0.06186354160308838
8,0.9990384578704834,0.05892495438456535,0.9961538314819336,0.052977055311203
9,0.9995192289352417,0.05038819462060928,0.9961538314819336,0.04983556643128395
