epoch,accuracy,loss,val_accuracy,val_loss
0,0.7865384817123413,0.9342612624168396,0.9807692170143127,0.21039186418056488
1,0.9913461804389954,0.13369004428386688,0.9961538314819336,0.09589044004678726
2,0.9980769157409668,0.06682606786489487,0.9961538314819336,0.05475867912173271
3,1.0,0.04262291267514229,0.9961538314819336,0.03892246261239052
4,1.0,0.030203841626644135,0.9961538314819336,0.031299665570259094
5,1.0,0.02283967286348343,1.0,0.02317611500620842
6,1.0,0.017993705347180367,0.9961538314819336,0.020554963499307632
7,1.0,0.014726394787430763,1.0,0.017956092953681946
8,1.0,0.012224444188177586,1.0,0.015010981820523739
9,1.0,0.010370323434472084,1.0,0.012541317380964756
10,1.0,0.008954782970249653,1.0,0.011454119347035885
11,1.0,0.007772916927933693,1.0,0.01069199200719595
12,1.0,0.006837265565991402,1.0,0.009458438493311405
13,1.0,0.006133115850389004,1.0,0.008933614939451218
14,1.0,0.005454746074974537,1.0,0.008029034361243248
15,1.0,0.004919103346765041,1.0,0.007642958778887987
16,1.0,0.004458659794181585,1.0,0.006624039728194475
17,1.0,0.004052302800118923,1.0,0.00644108047708869
18,1.0,0.0036991022061556578,1.0,0.006066380068659782
19,1.0,0.003407346084713936,1.0,0.005804422777146101
20,1.0,0.0031322764698415995,1.0,0.005315016023814678
21,1.0,0.0029037988279014826,1.0,0.005213368684053421
22,1.0,0.0027027777396142483,1.0,0.004894859157502651
23,1.0,0.002509563695639372,1.0,0.00476795993745327
24,1.0,0.002346890512853861,1.0,0.004428086802363396
25,1.0,0.0021923414897173643,1.0,0.004262940958142281
26,1.0,0.0020420311484485865,1.0,0.004056115169078112
27,1.0,0.0019066716777160764,1.0,0.00375725026242435
28,1.0,0.0018010415369644761,1.0,0.003618965856730938
29,1.0,0.0016906862147152424,1.0,0.0035561213735491037
