epoch,accuracy,loss,val_accuracy,val_loss
0,0.7879807949066162,0.8918923735618591,0.9846153855323792,0.1970737725496292
1,0.9956730604171753,0.12410928308963776,0.9923076629638672,0.088125079870224
2,0.9975961446762085,0.06344364583492279,0.9923076629638672,0.05464722588658333
3,0.9990384578704834,0.04008808732032776,0.9923076629638672,0.03971600905060768
4,1.0,0.02817637287080288,0.9961538314819336,0.030344605445861816
5,1.0,0.021446939557790756,0.9961538314819336,0.025295231491327286
6,1.0,0.016773497685790062,1.0,0.020054731518030167
7,1.0,0.013735488057136536,0.9961538314819336,0.018766118213534355
8,1.0,0.011540942825376987,1.0,0.016288328915834427
9,1.0,0.009727700613439083,1.0,0.013658670708537102
10,1.0,0.0083781648427248,1.0,0.013089301995933056
11,1.0,0.007342818193137646,1.0,0.011642985045909882
12,1.0,0.00652187317609787,1.0,0.010721591301262379
13,1.0,0.005770103540271521,1.0,0.010455506853759289
14,1.0,0.005143958609551191,1.0,0.009603062644600868
15,1.0,0.004634426906704903,1.0,0.00902907270938158
16,1.0,0.004200284834951162,1.0,0.008612030185759068
17,1.0,0.0038154746871441603,1.0,0.00809242483228445
18,1.0,0.0035031819716095924,1.0,0.00779500650241971
19,1.0,0.003227083943784237,1.0,0.007730528712272644
20,1.0,0.0029754808638244867,1.0,0.007303090766072273
21,1.0,0.002748835366219282,1.0,0.006907544564455748
22,1.0,0.00254520564340055,1.0,0.006809108424931765
23,1.0,0.002375224605202675,1.0,0.006663304287940264
24,1.0,0.0022092394065111876,1.0,0.006247003097087145
25,1.0,0.0020617127884179354,1.0,0.006212609354406595
26,1.0,0.0019275503000244498,1.0,0.0059812418185174465
27,1.0,0.0018100151792168617,1.0,0.005685568321496248
28,1.0,0.0016959947533905506,1.0,0.005551004316657782
29,1.0,0.0016003428027033806,1.0,0.005564347840845585
30,1.0,0.001502630882896483,1.0,0.005247950553894043
31,1.0,0.0014246305217966437,1.0,0.0051373206079006195
32,1.0,0.0013427098747342825,1.0,0.0049854181706905365
33,1.0,0.001271165325306356,1.0,0.00520750368013978
34,1.0,0.0012077715946361423,1.0,0.004724451806396246
35,1.0,0.0011405525729060173,1.0,0.004819683264940977
36,1.0,0.001084113260731101,1.0,0.0047072977758944035
37,1.0,0.001027823192998767,1.0,0.004440678283572197
38,1.0,0.0009781246772035956,1.0,0.004477446898818016
39,1.0,0.0009285056730732322,1.0,0.004467908758670092
40,1.0,0.0008859771769493818,1.0,0.004304124973714352
41,1.0,0.0008436758653260767,1.0,0.0041634393855929375
42,1.0,0.0008043243433348835,1.0,0.004041802603751421
43,1.0,0.0007677769172005355,1.0,0.004244145471602678
44,1.0,0.000733728229533881,1.0,0.004241756163537502
45,1.0,0.0007021133205853403,1.0,0.004064331762492657
46,1.0,0.000670565408654511,1.0,0.003974868915975094
47,1.0,0.0006403884617611766,1.0,0.003800504608079791
48,1.0,0.0006128266104497015,1.0,0.003753627184778452
49,1.0,0.000587369897402823,1.0,0.003645994933322072
50,1.0,0.0005614523543044925,1.0,0.0036810156889259815
51,1.0,0.0005385049735195935,1.0,0.003594727721065283
52,1.0,0.0005164439789950848,1.0,0.0035597137175500393
53,1.0,0.0004956196062266827,1.0,0.0035110600292682648
54,1.0,0.0004751045780722052,1.0,0.003703454975038767
55,1.0,0.000456846843007952,1.0,0.0035990923643112183
56,1.0,0.00043833459494635463,1.0,0.0034001474268734455
57,1.0,0.00042046973248943686,1.0,0.0033835291396826506
58,1.0,0.0004039906489197165,1.0,0.0032908173743635416
59,1.0,0.0003892584645655006,1.0,0.003396184416487813
60,1.0,0.00037334952503442764,1.0,0.0033532711677253246
61,1.0,0.00035985474823974073,1.0,0.0032500296365469694
62,1.0,0.00034601124934852123,1.0,0.0032867637928575277
