epoch,accuracy,loss,val_accuracy,val_loss
0,0.7754807472229004,0.9399179816246033,0.9807692170143127,0.23494963347911835
1,0.9918269515037537,0.13555428385734558,1.0,0.10183168947696686
2,0.9980769157409668,0.06803245097398758,1.0,0.06460678577423096
3,0.9990384578704834,0.043121758848428726,1.0,0.045977115631103516
4,0.9995192289352417,0.030582768842577934,1.0,0.03636402264237404
5,0.9995192289352417,0.02312498725950718,1.0,0.028297273442149162
6,0.9995192289352417,0.01823360286653042,1.0,0.02352329157292843
7,1.0,0.014660457149147987,1.0,0.019550297409296036
8,1.0,0.01230554562062025,1.0,0.01797538436949253
9,1.0,0.010372689925134182,1.0,0.015166220255196095
10,1.0,0.009021666832268238,1.0,0.014728862792253494
11,1.0,0.007815174758434296,1.0,0.012934000231325626
12,1.0,0.006915814243257046,1.0,0.011816774494946003
13,1.0,0.006141043733805418,1.0,0.010489500127732754
14,1.0,0.005457994993776083,1.0,0.010171452537178993
15,1.0,0.004955565091222525,1.0,0.009264969266951084
16,1.0,0.004466621205210686,1.0,0.008544737473130226
17,1.0,0.004064694046974182,1.0,0.008032353594899178
18,1.0,0.003717223647981882,1.0,0.00746317720040679
19,1.0,0.0034185126423835754,1.0,0.007129811216145754
20,1.0,0.003160137217491865,1.0,0.006541779264807701
21,1.0,0.0029035124462097883,1.0,0.006369518116116524
22,1.0,0.002689989982172847,1.0,0.0060366191901266575
23,1.0,0.002504558302462101,1.0,0.0058244080282747746
24,1.0,0.002328577684238553,1.0,0.0054881083779037
25,1.0,0.0021806976292282343,1.0,0.0052140760235488415
26,1.0,0.0020412474405020475,1.0,0.005053953733295202
27,1.0,0.0019107654225081205,1.0,0.004775349050760269
28,1.0,0.0017968894680961967,1.0,0.00475834496319294
29,1.0,0.001690673641860485,1.0,0.004531203303486109
30,1.0,0.0015900988364592195,1.0,0.0042989132925868034
31,1.0,0.0015024932799860835,1.0,0.004217664711177349
32,1.0,0.0014182606246322393,1.0,0.003976545762270689
33,1.0,0.0013440237380564213,1.0,0.0038492088206112385
34,1.0,0.0012685236288234591,1.0,0.003800521371886134
35,1.0,0.0011993946973234415,1.0,0.003627448109909892
36,1.0,0.0011400075163692236,1.0,0.003457779763266444
37,1.0,0.0010817487491294742,1.0,0.0034111852291971445
38,1.0,0.0010284761665388942,1.0,0.003339741611853242
39,1.0,0.0009813173674046993,1.0,0.003121815389022231
40,1.0,0.0009313832852058113,1.0,0.003029818646609783
41,1.0,0.000887518806848675,1.0,0.00300035672262311
42,1.0,0.0008449063752777874,1.0,0.003015100723132491
43,1.0,0.0008081566193141043,1.0,0.0028885244391858578
44,1.0,0.0007718736305832863,1.0,0.00276640010997653
45,1.0,0.0007363539189100266,1.0,0.0027278889901936054
46,1.0,0.0007050251588225365,1.0,0.002679420867934823
47,1.0,0.0006732558831572533,1.0,0.002624102169647813
48,1.0,0.0006455495022237301,1.0,0.0024572466500103474
49,1.0,0.0006186609389260411,1.0,0.0024464307352900505
50,1.0,0.0005929458420723677,1.0,0.00237611448392272
51,1.0,0.0005674936692230403,1.0,0.002363800536841154
52,1.0,0.0005429003504104912,1.0,0.0023058427032083273
53,1.0,0.0005216054269112647,1.0,0.0022653236519545317
54,1.0,0.0005006990977562964,1.0,0.0021887945476919413
55,1.0,0.00048078413237817585,1.0,0.0021680849604308605
56,1.0,0.00046012995881028473,1.0,0.002092123730108142
57,1.0,0.0004425471415743232,1.0,0.002061528153717518
58,1.0,0.00042478623799979687,1.0,0.002004846464842558
59,1.0,0.0004077660560142249,1.0,0.0019321604631841183
60,1.0,0.0003919401206076145,1.0,0.0018884557066485286
61,1.0,0.0003770762123167515,1.0,0.0019054111326113343
62,1.0,0.0003630854480434209,1.0,0.0018419362604618073
63,1.0,0.000348797271726653,1.0,0.0018017688998952508
64,1.0,0.0003367241588421166,1.0,0.0017623421736061573
65,1.0,0.00032320243190042675,1.0,0.0016824547201395035
66,1.0,0.0003106136282440275,1.0,0.0017063964623957872
67,1.0,0.0003000563010573387,1.0,0.0016680305125191808
68,1.0,0.00028962010401301086,1.0,0.001599215203896165
69,1.0,0.00027821719413623214,1.0,0.0015829162439331412
70,1.0,0.00026829546550288796,1.0,0.0015510284574702382
71,1.0,0.00025928576360456645,1.0,0.0015483306488022208
72,1.0,0.0002489550970494747,1.0,0.00150734290946275
73,1.0,0.00023986800806596875,1.0,0.0015462059527635574
74,1.0,0.00023084579152055085,1.0,0.0014269500970840454
75,1.0,0.00022326642647385597,1.0,0.0014112710487097502
76,1.0,0.00021531671518459916,1.0,0.0014232145622372627
77,1.0,0.00020756328012794256,1.0,0.0013768296921625733
78,1.0,0.0002004044217756018,1.0,0.0013844097265973687
79,1.0,0.00019383295148145407,1.0,0.001377042499370873
80,1.0,0.00018740164523478597,1.0,0.0013036268064752221
81,1.0,0.00018028367776423693,1.0,0.0012666460825130343
82,1.0,0.0001740756124490872,1.0,0.0012471566442400217
83,1.0,0.00016843047342263162,1.0,0.001232949667610228
84,1.0,0.00016219221288338304,1.0,0.0012351099867373705
85,1.0,0.00015722017269581556,1.0,0.0011702587362378836
