epoch,accuracy,loss,val_accuracy,val_loss
0,0.8009615540504456,0.8783388137817383,0.9769230484962463,0.21555598080158234
1,0.9932692050933838,0.12874996662139893,0.9923076629638672,0.09605655074119568
2,0.9971153736114502,0.06516501307487488,0.9961538314819336,0.0608985461294651
3,0.9995192289352417,0.04131291061639786,0.9961538314819336,0.04306044057011604
4,1.0,0.02949407696723938,0.9961538314819336,0.03212985023856163
5,1.0,0.022070812061429024,0.9961538314819336,0.024938762187957764
6,1.0,0.017386946827173233,0.9961538314819336,0.022725634276866913
7,1.0,0.014118338003754616,0.9961538314819336,0.019506150856614113
8,1.0,0.011844049207866192,0.9961538314819336,0.016568360850214958
9,1.0,0.010007706470787525,0.9961538314819336,0.016812952235341072
10,1.0,0.008603263646364212,0.9961538314819336,0.013806936331093311
11,1.0,0.007524434942752123,0.9961538314819336,0.013193109072744846
12,1.0,0.006607212591916323,0.9961538314819336,0.012528564780950546
13,1.0,0.00590903963893652,0.9961538314819336,0.011244785971939564
14,1.0,0.005271304398775101,0.9961538314819336,0.010627737268805504
15,1.0,0.004767365287989378,0.9961538314819336,0.009486806578934193
16,1.0,0.0043101743794977665,0.9961538314819336,0.009178760461509228
17,1.0,0.00394605565816164,1.0,0.008057639002799988
18,1.0,0.003583719488233328,0.9961538314819336,0.008343607187271118
19,1.0,0.003285440616309643,1.0,0.007436743006110191
20,1.0,0.0030304654501378536,0.9961538314819336,0.00759633956477046
21,1.0,0.0028035936411470175,0.9961538314819336,0.007505797315388918
22,1.0,0.0025972253642976284,1.0,0.006774460896849632
23,1.0,0.00242053484544158,0.9961538314819336,0.006673907861113548
24,1.0,0.0022504134103655815,1.0,0.006270796060562134
25,1.0,0.0021033338271081448,1.0,0.005982774775475264
26,1.0,0.001964063150808215,1.0,0.006020783446729183
27,1.0,0.0018503210740163922,1.0,0.005928874481469393
28,1.0,0.0017378773773089051,0.9961538314819336,0.0060351574793457985
29,1.0,0.001634426647797227,1.0,0.005267190746963024
30,1.0,0.001535956165753305,1.0,0.005099135916680098
31,1.0,0.0014448744477704167,1.0,0.005277637857943773
32,1.0,0.001369414385408163,1.0,0.004855932202190161
33,1.0,0.0012942675966769457,1.0,0.004805142991244793
34,1.0,0.0012246986152604222,1.0,0.005109957419335842
35,1.0,0.001161283697001636,1.0,0.004929444752633572
36,1.0,0.0011045760475099087,1.0,0.004713136237114668
37,1.0,0.0010446417145431042,1.0,0.00454712426289916
38,1.0,0.000993282999843359,1.0,0.004350421484559774
39,1.0,0.0009458570275455713,1.0,0.004396659787744284
40,1.0,0.000899238686542958,1.0,0.004242990631610155
41,1.0,0.000856376311276108,1.0,0.004225771874189377
42,1.0,0.0008171294466592371,1.0,0.004169142339378595
43,1.0,0.0007794154807925224,1.0,0.003987393341958523
44,1.0,0.0007474002195522189,1.0,0.0038000023923814297
45,1.0,0.0007108512800186872,1.0,0.0038424984086304903
46,1.0,0.0006792429485358298,1.0,0.0035344399511814117
47,1.0,0.0006517870933748782,1.0,0.0037089241668581963
48,1.0,0.0006235265755094588,1.0,0.0035158046521246433
49,1.0,0.0005976301617920399,1.0,0.003453593235462904
